show;number;title;duration;date;year;month;weekday;host;guest;category;topic;summary;network
SestraCast;12;"""Governed by Sound Reason and True Religion"" (S2E2)";00:50:41;2017-12-15;2017;December;Friday;"Jean MacDonald;Kathy Campbell";NA;NA;Orphan Black, Season 2 Episode 2;"Yes, a lot happens in this episode: Sarah finds Kira; Helena is whisked out of the hospital by a flying-fish-belt-buckle-wearing dude; Alison finds shocking messages on Donnie’s phone and immediately resumes drinking. But the most important thing we learn: Do NOT doublecross Mrs. S., especially when sharp cutlery is handy. ";The Incomparable
SestraCast;11;"""Nature Under Constraint and Vexed"" (S2E1)";00:42:03;2017-11-25;2017;November;Friday;"Jean MacDonald;Kathy Campbell";NA;NA;Orphan Black, Season 2 Episode 1;We are back for Season 2! Kira and Mrs. S are missing, but who has them? Is it the cool elegant evil Rachel or the wild-eyed guy trying to capture Sarah in the diner who wears a Prolethean flying fish belt buckle? Meanwhile, Alison is promoted to lead in her community theater musical, while simultaneously procuring a clean piece for Sarah.How do you convince your friends to watch Orphan Black? Jean and Kathy talk about their recruitment strategies. It’s hard to avoid spoilers!;The Incomparable
SestraCast;10;"""Endless Forms Most Beautiful"" (S1E10)";01:04:54;2017-10-18;2017;October;Wednesday;"Jean MacDonald;Kathy Campbell";NA;NA;Orphan Black, Season 1 Episode 10;A satisfying season finale, despite its cliffhanger ending. Cosima and Delphine unravel the secret encoding in the clones’ DNA. Alison takes care of her Aynsley problem. Helena has mother issues. Sarah has sister issues. And finally we learn how “sestra” became the favored term of endearment on Orphan Black. Sestras, brother-sestras, sibling-sestras: thanks for listening to our Season 1 (re)watch. Jean and Kathy look forward to bringing you Season 2!;The Incomparable
SestraCast;9;"""Unconscious Selection"" (S1E9)";01:00:29;2017-10-11;2017;October;Tuesday;"Jean MacDonald;Kathy Campbell";NA;NA;Orphan Black, Season 1 Episode 9;Revelations, revelations, revelations. Sarah finds out why she and Helena feel a connection. Cosima learns the hard way that she can’t trust Delphine. Alison spills the beans on Aynsley. Art discovers who really died that night on the train platform. With the introduction of one more mysterious woman, the stage is set for a dramatic season finale in Episode 10. ;The Incomparable
SestraCast;8;"""Entangled Bank"" (S1E8)";00:43:47;2017-09-01;2017;September;Friday;"Jean MacDonald;Kathy Campbell";NA;NA;Orphan Black Season 1 Episode 8;Alison uses Chad to get back at Aynsley. Delphine uses Cosima to get info for Leekie. Mrs. S. uses tea to comfort her expanding brood. We use a lot of tissues. Kathy needs a hug after this one.;The Incomparable
SestraCast;7;"""Parts Developed in an Unusual Manner"" (S1E7)";00:45:19;2017-08-25;2017;August;Friday;"Jean MacDonald;Kathy Campbell";NA;NA;Orphan Black Season 1 Episode 7;From last episode’s twisted yet lighthearted romp, we delve deep into the basement of depravity and evil. One “part” in particular has us totally cringing. On the other hand, it looks like romance is budding, and that makes us happy.;The Incomparable
SestraCast;6;"""Variations Under Domestication"" (S1E6)";01:01:10;2017-08-11;2017;August;Thursday;"Jean MacDonald;Kathy Campbell";Jason Snell;NA;Orphan Black Season 1 Episode 6;Jean and Kathy welcome their first special guest, Jason Snell, founder of The Incomparable Network. Jason told us that “Variations Under Domestication” is his favorite episode of Orphan Black, and now it’s one of our favorites too. This is the episode where we first learn of Neolution. We imagine what the reception would be like to a TED talk given by Neolutionist ringleader Dr. Aldous Leekie (played by one of our favorites, Matt Frewer). And we are immersed in the crazy suburban farce where a golf club, a glue gun, and a burnt sausage roll can all be used as a weapon of retaliation.;The Incomparable
SestraCast;5;"""Conditions of Existence"" (S1E5)";00:51:05;2017-07-27;2017;July;Thursday;"Jean MacDonald;Kathy Campbell";NA;NA;Orphan Black Season 1 Episode 5;Jean and Kathy get new answers, but that only leads them to new questions. Paul is definitely monitoring Beth/Sarah, but why? Donnie is definitely keeping secrets from Alison, but what? And did you know that DNA can have barcodes?;The Incomparable
SestraCast;4;"""Effects of External Conditions"" (S1E4)";01:01:55;2017-07-21;2017;July;Friday;"Jean MacDonald;Kathy Campbell";NA;NA;Orphan Black season 1, episode 4;Kathy and Jean marvel at how much can happen in one episode that’s only 44 minutes long. Alison pretends to be Sarah, Sarah pretends to be Beth, and even homicidal maniac Helena manages to play a convincing Beth. Somehow Felix still gets the best lines.;The Incomparable
SestraCast;3;"""Variation Under Nature"" (S1E3)";00:49:18;2017-07-12;2017;July;Wednesday;"Jean MacDonald;Kathy Campbell";NA;NA;Orphan Black season 1, episode 3;We can use the “c-word” now, but our heroines wish they could find a new label for themselves. The mysterious assassin is revealed, but that raises even more questions. Your hosts know way more about TV police procedure than poor Sarah, but resolve not to be overly picky. Felix is our new favorite babysitter.;The Incomparable
SestraCast;2;"""Instinct"" (S1E2)";00:48:29;2017-07-05;2017;July;Tuesday;"Jean MacDonald;Kathy Campbell";NA;NA;Orphan Black season 1, episode 2;While cataloguing favorite Felix quotes, Jean and Kathy watch Sarah become more entangled in the mystery of her apparently identical twins. ;The Incomparable
SestraCast;1;"""Natural Selection"" (S1E1)";00:54:16;2017-06-27;2017;June;Tuesday;"Jean MacDonald;Kathy Campbell";NA;NA;Orphan Black season 1, episode 1;We kick off our new podcast series with a comprehensive review of the premiere episode. In particular, we analyze the stunning opening scene, two and a half minutes of television guaranteed to hook the viewer on the Orphan Black.;The Incomparable
Somehow I Manage;190;GÃ¼ten PrÃ¤nk (S9E24/25);01:36:14;2022-12-02;2022;December;Thursday;"Tiff Arment;Stephen Hackett";Mikah Sargent;NA;“I feel like all my kids grew up and then they married each other. It’s every parent’s dream.”;Tiff, Stephen, and Mikah pull up some hay bales (with complementary hay hooks) and share an emotional goodbye as they discuss “Finale”. This episode of “The Office” originally aired on May 16, 2013.;The Incomparable
Somehow I Manage;189;Zero Percent Nonsense (S9E22/23);00:56:26;2022-11-17;2022;November;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“THIS EXPRESSES HOW LOUDLY I LOVE YOU!!!!”;Stephen and Tiff have a dance party to celebrate their penultimate episode before discussing “A.A.R.M.” This episode of “The Office” originally aired on May 9, 2013.;The Incomparable
Somehow I Manage;188;DWIGHT SCHRUTE IS MANAGER! (S9E21);00:51:36;2022-11-10;2022;November;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“If there’s someone who loves paper more than Dwight, I definitely don’t want to meet that person.”;Tiff demonstrates her black-belt skills to a very unimpressed Stephen. Afterward, the two discuss “Living’ the Dream”. This episode of “The Office” originally aired on May 2, 2013.;The Incomparable
Somehow I Manage;187;To Speak My Truth (S9E20);00:32:11;2022-11-03;2022;November;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I like a little feather in my nuggets.”;Stephen is forced to use the emergency eye-wash station after Tiff accidentally threw a paste-covered paper plane into his eye. Once his screaming subsides, the two discuss “Paper Airplane”. This episode of “The Office” originally aired on April 25, 2013.;The Incomparable
Somehow I Manage;186;This Is An Inconvenience ðŸ˜ (S9E19);00:37:04;2022-10-27;2022;October;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“The bubble wrap is the only thing keeping his suit from being wrinkled.”;Tiff and Stephen turn their stairs into an amazing slide. But before testing it out and possibly getting brain damage, they discuss “Stairmageddon”. This episode of “The Office” originally aired on April 11, 2013.;The Incomparable
Somehow I Manage;185;Tractor Bait (S9E18);00:39:15;2022-10-20;2022;October;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Screw you, TexasPoonTappa!”;Stephen and Tiff research auger prices before discussing “Promos”. This episode of “The Office” originally aired on April 4, 2013.;The Incomparable
Somehow I Manage;184;Don't Eat the Cupcakes (S9E17);00:40:01;2022-10-13;2022;October;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Nostalgia is truly the great human weakness. Second only to the neck.”;Tiff and Stephen have a very upsetting night after eating some strange cupcakes. After they recover, the two discuss “The Farm”. This episode of “The Office” originally aired on March 14, 2013.;The Incomparable
Somehow I Manage;183;Hose Down Aunt Shirley (S9E16);01:00:02;2022-10-06;2022;October;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Every phrase is like a dagger in my crotch.”;Stephen and Tiff share a liter of homemade schnapps before discussing “Moving On”. This episode of “The Office” originally aired on February 14, 2013.;The Incomparable
Somehow I Manage;182;Turd Dog (S9E15);00:40:47;2022-09-29;2022;September;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I guess it’s goodbye, chunky lemon milk.”;Tiff and Stephen pair up to get a discounted manicure. During the pampering, the two discuss “Couples Discount”. This episode of “The Office” originally aired on February 7, 2013.;The Incomparable
Somehow I Manage;181;ARE THOSE BUTTS?!? (S9E14);00:38:24;2022-09-15;2022;September;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“If there’s anything I hate worse than art, it’s crime.”;Stephen and Tiff practice drawing butts while discussing “Vandalism”. This episode of “The Office” originally aired on January 31, 2013.;The Incomparable
Somehow I Manage;180;Room Full of Weirdos (S9E13);00:39:31;2022-09-08;2022;September;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Everyone was in the shower. It’s a cow shower, so there’s like a ton of people in there.”;Tiff and Stephen interview a bunch of weirdos to be a potential junior podcaster, but they quickly realize they have all the weirdness they need within themselves. After a round of paintball, the two discuss “Junior Salesman”. This episode of “The Office” originally aired on January 31, 2013.;The Incomparable
Somehow I Manage;179;Rectangle-Holding Skills (S9E12);00:42:19;2022-09-01;2022;September;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Shhh. Kids are dancing.”;Stephen and Tiff pledge their loyalty to Somehow I Manage and simultaneously put in a coffee order before discussing “Customer Loyalty”. This episode of “The Office” originally aired on January 24, 2013.;The Incomparable
Somehow I Manage;178;WE ALL DRINK THEM ALL! (S9E11);00:41:48;2022-08-25;2022;August;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Women reach their sexual peak at whatever age Jan was last week.”;Tiff and Stephen drink a ton of espresso, murder some fish, and buy two fresh-looking Italian suits, all before discussing “Suit Warehouse”. This episode of “The Office” originally aired on January 17, 2013.;The Incomparable
Somehow I Manage;177;SHAVE HER HEEEAAD! (S9E10);00:35:35;2022-08-18;2022;August;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Scalp leeches, skull vampires, follicle gypsies, hair lawyers.”;Stephen and Tiff make sure they don’t have any lice before discussing “Lice”. This episode of “The Office” originally aired on January 10, 2013.;The Incomparable
Somehow I Manage;176;Born to be Belsnickel (S9E9);00:44:15;2022-07-28;2022;July;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Am I the only one who wants to try hufflepuffs and schnauzerhosen, and meet this glenpickle guy?”;After Tiff and Stephen watch Die Hard, break the pig rib, and drink some GlÃ¼hwein, they can finally discuss “Dwight Christmas”. This episode of “The Office” originally aired on December 6, 2012.;The Incomparable
Somehow I Manage;175;Sandwich Delivery for Mr. Oscar Martinez (S9E8);00:36:03;2022-07-21;2022;July;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“You’re not stupid. Jazz is stupid.”;Stephen and Tiff build a tower out of printed podcast reviews. They only need one more to complete it, so go leave them a review! While they wait, the two discuss “The Target”. This episode of “The Office” originally aired on November 29, 2012.;The Incomparable
Somehow I Manage;174;Hot Yoga With Blake (S9E7);00:38:26;2022-07-14;2022;July;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Smile if you love men’s prostates!” ;Tiff and Stephen compete to grow the best mustache. The winner gets a free yoga class! While waiting for them to grow, the two discuss “The Whale”. This episode of “The Office” originally aired on November 15, 2012.;The Incomparable
Somehow I Manage;173;Welcome Back to Biz Whiz (S9E6);00:33:58;2022-07-08;2022;July;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I HAVE TO GO TO THE BATHROOM!”;Stephen and Tiff set sail on a three-hour cruise where they have plenty of time to discuss “The Boat”. This episode of “The Office” originally aired on November 8, 2012.;The Incomparable
Somehow I Manage;172;I'm Sexy Toby (S9E5);00:44:23;2022-07-01;2022;June;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“When you’re with someone, you put up with the stuff that makes you lose respect for them. And that’s love.”;Tiff dresses as sexy Stephen for Halloween, and the two practice their beatboxing before discussing “Here Comes Treble”. This episode of “The Office” originally aired on October 25, 2012.;The Incomparable
Somehow I Manage;171;Laverne's Pies Tires Fixed Also (S9E4);00:30:33;2022-06-23;2022;June;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“My trouser hives are void of honey.”;Stephen and Tiff cram into a VW-minibus studio and drive to get some delicious pies. On the way, they discuss “Work Bus”. This episode of “The Office” originally aired on October 18, 2012.;The Incomparable
Somehow I Manage;170;FOTH AGGENDA!! (S9E3);00:37:53;2022-06-09;2022;June;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Just clap through it.”;Tiff gets a truck-driving lesson from Stephen. While stopped at a railroad crossing, the two discuss “Andy’s Ancestry”. This episode of “The Office” originally aired on October 4, 2012.;The Incomparable
Somehow I Manage;169;Tiny Wheel (S9E2);00:41:24;2022-06-02;2022;June;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“When you use a ridiculous font, no one thinks you have a plan.”;Stephen and Tiff wear some sexy outfits to audition for a pair of newscaster jobs. They don’t get callbacks, but they do get to talk about “Roy’s Wedding”. This episode of “The Office” originally aired on September 27, 2012.;The Incomparable
Somehow I Manage;168;Plop and Dwight Jr. (S9E1);00:48:05;2022-05-26;2022;May;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I’ll show you how a real man walks across a flaccid cord.”;Tiff and Stephen have so many awesome stories from their summer-camp adventures, but before sharing them, the two discuss “New Guys”. This episode of “The Office” originally aired on September 20, 2012.;The Incomparable
Somehow I Manage;167;From Total Loss to Total Boss (S8E24);00:40:45;2022-05-19;2022;May;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“The coconut is pretty subtle.”;Stephen and Tiff, powered by a trendy new energy drink, work hard to give the carpet in the studio a good mopping. The two get the job done, then still have time to discuss “Free Family Portrait Studio”. This episode of “The Office” originally aired on May 20, 2012.;The Incomparable
Somehow I Manage;166;I'm the F**king Lizard King (S8E23);00:38:08;2022-05-12;2022;May;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“When was the last time you lived so intensely that your brain literally couldn’t hold the memories in?”;Tiff and Stephen try to get to the bottom of a mysterious phone message only to accidentally delete all of their voicemails. At least they can discuss “Turf War” to try to forget about the intriguing mystery. This episode of “The Office” originally aired on May 3, 2012.;The Incomparable
Somehow I Manage;165;Thirty-Dollar Taco (S8E22);00:39:49;2022-05-05;2022;May;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I stumbled into a very dramatic situation.”;Stephen and Tiff attend a Quaker fair and didn’t win any of the prizes, but they did find a sale on tacos! After funneling the contents into their mouth, they discuss “Fundraiser”. This episode of “The Office” originally aired on April 26, 2012.;The Incomparable
Somehow I Manage;164;Promotion to a Lower Level (S8E21);00:34:53;2022-04-28;2022;April;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Take a man’s job, but leave him his balls. Margaret Thatcher said that.”;Tiff and Stephen learn some very personal details about our beloved characters as they discuss “Angry Andy”. This episode of “The Office” originally aired on April 19, 2012.;The Incomparable
Somehow I Manage;163;Haulin' Cube (S8E20);00:35:54;2022-04-14;2022;April;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;"“A bunch of grown men waving wands pulling rabbits out of body crevices; magicians are repulsive.”";Stephen and Tiff still can’t remember if Stanley has a mustache. After debating the topic, the two discuss “Welcome Party”. This episode of “The Office” originally aired on April 12, 2012.;The Incomparable
Somehow I Manage;162;If the Seat is Open, The Job is Open (S8E19);00:36:02;2022-04-07;2022;April;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Sometimes the flowers arrange themselves.”;Tiff and Stephen learn how to get the most flavor out of their hot-dog water while discussing “Get the Girl”. This episode of “The Office” originally aired on March 15, 2012.;The Incomparable
Somehow I Manage;161;Boiled Gatorade (S8E18);00:33:51;2022-03-31;2022;March;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I refuse to be another man’s horsey.”;Stephen and Tiff order dozens of Girl Scout cookies to ensure that they have plenty of snacks when they discuss “Last Day in Florida”. This episode of “The Office” originally aired on March 8, 2012.;The Incomparable
Somehow I Manage;160;RELEASE THE BLOGGERS! (S8E17);00:43:04;2022-03-24;2022;March;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I.A.A.T.G: It’s all about the groin.”;Tiff and Stephen apply some eyeliner, strap on their tri-packs, and prepare to discuss “Test the Store”. This episode of “The Office” originally aired on March 1, 2012.;The Incomparable
Somehow I Manage;159;Don't Let The Bed Bugs Bite (S8E16);00:48:22;2022-03-10;2022;March;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“You’re such a great friend…..”;Stephen and Tiff have to stay late doing some intense paperwork, but somehow they manage to find the time to discuss “After Hours”. This episode of “The Office” originally aired on February 23, 2012.;The Incomparable
Somehow I Manage;158;The Man Who Pulled Down The Screen (S8E15);00:44:40;2022-03-03;2022;March;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Stop looking at my breasts and start looking at my penis.”;Tiff gives Stephen a startling wake up call at 5:10 AM because she is so excited to get a jump on the day to talk about “Tallahassee”. This episode of “The Office” originally aired on February 16, 2012.;The Incomparable
Somehow I Manage;157;Perfektenschlag (S8E14);00:34:35;2022-02-17;2022;February;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“PowerPoints are the peacocks of the business world. All show, no meat.”;Stephen and Tiff knit each other friendship beanies for Valentine’s Day. Now that they essentially have sweatpants for their heads, the two cozily discuss “Special Project”. This episode of “The Office” originally aired on February 9, 2012.;The Incomparable
Somehow I Manage;156;Dwight's Rights (S8E13);00:31:30;2022-02-10;2022;February;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“The only premature baby in this room is the baby this baby ate.”;Tiff and Stephen use empanadas to act out scenes from “Jury Duty”. Things get messy and they attempt a Connecticut cover-up. This episode of “The Office” originally aired on February 2, 2012. ;The Incomparable
Somehow I Manage;155;To Both These Bears (S8E12);00:39:07;2022-02-03;2022;February;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“It’s monogamy for my hog and me.”;Stephen and Tiff grab some bottles of wine and wander around some ominous real estate. The two find the least-creepy corner to sit down in and talk about “Pool Party”. This episode of “The Office” originally aired on January 19, 2012.;The Incomparable
Somehow I Manage;154;The Einsteins (S8E11);00:32:08;2022-01-28;2022;January;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“You’re a perfectly fine toilet. I’m just an extraordinary piece of crap.”;Tiff and Stephen attend a trivia night in hopes to win the prize money to pay some of their expenses. They lose, likely because they spent the whole time discussing “Trivia”. This episode of “The Office” originally aired on January 12, 2012.;The Incomparable
Somehow I Manage;153;Henrietta the Holiday Porcupine (S8E10);00:37:43;2022-01-20;2022;January;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Mistletoe is not an excuse for sexual assault.”;Stephen and Tiff show up super-overdressed for the Somehow I Manage holiday party. It’s a good thing they’re the only two party guests. The two take a shot and discuss “Christmas Wishes”. This episode of “The Office” originally aired on December 8, 2011.;The Incomparable
Somehow I Manage;152;Dwight Schrute's Gym For Muscles (S8E9);00:29:47;2022-01-13;2022;January;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I want you to bring that same buffalo-wing passion to this gym.”;Tiff and Stephen join a gym. After a vigorous workout of tin-cutting and phonebook-ripping, the two sit down at the juice bar to discuss “Mrs. California”. This episode of “The Office” originally aired on December 1, 2011.;The Incomparable
Somehow I Manage;151;Gabraham Lincoln (S8E8);00:33:48;2022-01-06;2022;January;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I like to think of Schrute Farm as the underground railroad for the sensitive and fabulous.”;Stephen arranges a tour of Tennessee so Tiff can finally understand where he lives. They wore neon green hats that said, “SIM does TN”. After the trip, the two discuss “Gettysburg”, which Tiff now knows is nowhere near Tennessee. This episode of “The Office” originally aired on November 17, 2011.;The Incomparable
Somehow I Manage;150;Kevin and The Zits (S8E7);00:32:20;2021-12-23;2021;December;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I’m sorry I fell down, Mr. Balance.”;Tiff and Stephen start a band called “Scotch & Splenda”. Their first song is a melodic discussion of “Pam’s Replacement”. This episode of “The Office” originally aired on November 10, 2011.;The Incomparable
Somehow I Manage;149;Pobody's Nerfect (S8E6);00:30:32;2021-12-16;2021;December;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“You’re the deuce I never want to drop.”;Stephen and Tiff enjoy a slice of cabbage pie before hitting the squash box for a rousing match. After a few skinned knees, the two discuss “Doomsday”. This episode of “The Office” originally aired on November 3, 2011.;The Incomparable
Somehow I Manage;148;Cinema of the Unsettling (S8E5);00:29:28;2021-12-09;2021;December;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Get out of here, little-kid party, nobody loves you!”;Tiff tries to convince Stephen that zombies are real. Getting nowhere in the argument, the two decide to discuss “Spooked” instead. This episode of “The Office” originally aired on October 27, 2011.;The Incomparable
Somehow I Manage;147;Basil or Marmalade (S8E4);00:35:36;2021-12-02;2021;December;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“It will all be goat.”;Stephen and Tiff had a photo shoot for some new billboards to advertise the podcast. Keep an eye out for them in the root-vegetable district. In the meantime, enjoy their discussion of “Garden Party”. This episode of “The Office” originally aired on October 13, 2011.;The Incomparable
Somehow I Manage;146;SeÃ±or Loadenstein (S8E3);00:29:34;2021-11-18;2021;November;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“My future’s not going to be determined by seven little white lotto balls. It’s going to be determined by two big black balls.”;Tiff and Stephen decide that if they won the lottery, they would still be here to discuss “Lotto”. Except they would also buy really awesome chairs. This episode of “The Office” originally aired on October 6, 2011.;The Incomparable
Somehow I Manage;145;Classic Ass-Tattoo-Incentive Situation (S8E2);00:31:27;2021-11-11;2021;November;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“My heart belongs to music, but my ass belongs to these people.”;Stephen arrives with a brimming mug of old, cold coffee as a special delivery for Tiff. She retaliates by adding walnuts to the brownies. But the two put their disgusting snacks aside to discuss “The Incentive”. This episode of “The Office” originally aired on September 29, 2011.;The Incomparable
Somehow I Manage;144;Shove It Up Your Butt (S8E1);00:28:28;2021-11-04;2021;November;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;"“Winners, prove me right; losers, prove me wrong.”";Tiff and Stephen make a list of their co-workers, but quickly realize that you can’t make a list with one name. Instead, they discuss “The List”. This episode of “The Office” originally aired on September 21, 2011.;The Incomparable
Somehow I Manage;143;Finger Lakes Guy (S7E25/26);00:45:44;2021-10-21;2021;October;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Bread is the paper of the food industry. You write your sandwich on it.”;Stephen and Tiff take a trip to the Finger Lakes to find out what all the fuss is about. Turns out they are pretty nice! While enjoying a relaxing hike, the two discuss “Search Committee”. This episode of “The Office” originally aired on May 19, 2011.;The Incomparable
Somehow I Manage;142;Gun Safety Dwight (S7E24);00:35:13;2021-10-14;2021;October;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I promised other people I would be on my worst behavior.”;Tiff adopts a piranha and Stephen feels terrorized. After filling out the company pet-complaint form, the two sit down to discuss “Dwight K. Schrute, (Acting) Manager”. This episode of “The Office” originally aired on May 12, 2011.;The Incomparable
Somehow I Manage;141;Motivational Juggling (S7E23);00:33:48;2021-10-07;2021;October;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I never touch another juggler’s instruments.”;Stephen and Tiff decide to take-up juggling after discussing “The Inner Circle”. They were just so damn motivated. This episode of “The Office” originally aired on May 5, 2011.;The Incomparable
Somehow I Manage;140;World's Best Boss (S7E22);01:07:48;2021-09-30;2021;September;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Catch you on the flippity-flip.”;Tiff and Stephen cry their way through discussing “Goodbye, Michael.” This episode of “The Office” originally aired on April 28, 2011.;The Incomparable
Somehow I Manage;139;9,986,000 Minutes (S7E21);00:41:28;2021-09-23;2021;September;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Every day is black-tie optional.”;Stephen and Tiff exchange Dundie awards, only to find out they gave each other the same award: Most Promising Co-Host. After the mild embarrassment, the two discuss “Michael’s Last Dundies”. This episode of “The Office” originally aired on April 21, 2011.;The Incomparable
Somehow I Manage;138;Don't Shave My Lips (S7E20);00:39:31;2021-09-16;2021;September;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I happen to like the hilarious hijinks I get myself into.”;Tiff and Stephen practice starting the podcast in a new way. But it only resulted in panicked silence. They decided it best to stick with tradition and discuss “Training Day”. This episode of “The Office” originally aired on April 14, 2011.;The Incomparable
Somehow I Manage;137;Marry Me Will You Be? (S7E19);00:58:12;2021-09-09;2021;September;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I’m asking Holly a question in fire.”;Stephen and Tiff are having a garage sale! Stephen’s table is covered with old Mac cables, truck parts, and maybe some cool Field Notes. Tiff is selling extra art supplies, some old golf clubs, and an Xbox 360 that totally still works. After chasing away all their customers, the two spend the rest of the afternoon discussing “Garage Sale”. This episode of “The Office” originally aired on March 24, 2011.;The Incomparable
Somehow I Manage;136;Put the Ass in Tallahassee (S7E18);00:42:52;2021-09-03;2021;September;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“I’m full-on corrupt.”;Tiff tortures Stephen by attempting to fit pieces of spaghetti into the ports of her computer. After he wrestles the laptop away from her, the two sit down to discuss “Todd Packer”. This episode of “The Office” originally aired on February 24, 2011.;The Incomparable
Somehow I Manage;135;Do The Scarn (S7E17);00:54:30;2021-08-27;2021;August;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“You should enter it in festivals.” “Or carnivals!”;Stephen and Tiff practice The Scarn until their feet hurt. But they are more ready than ever to discuss “Threat Level Midnight”. This episode of “The Office” originally aired on February 17, 2011.;The Incomparable
Somehow I Manage;134;All The Honkings (S7E16);00:39:16;2021-08-12;2021;August;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“No one’s a bigger fan of sexual touching than me.”;Tiff helps Stephen solve clues that lead them to the episode, “PDA”. This episode of “The Office” originally aired on February 10, 2011.;The Incomparable
Somehow I Manage;133;Fanny Smellmore & Orville Tootenbacher (S7E15);00:35:45;2021-07-29;2021;July;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Darn it, Bob, I told you not to buy a Sabre brand lifeboat.”;Stephen writes some quippy zingers to accompany Tiff’s drawings. The two share a good laugh and a giant egg roll while they discuss “The Search”. This episode of “The Office” originally aired on February 3, 2011.;The Incomparable
Somehow I Manage;132;Business Bitch (S7E14);00:31:34;2021-07-22;2021;July;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“My mom said you’re too dumb to hang out with.”;Stephen and Tiff have a Scrabble battle to see who chooses the next episode. They tie, decide to move along as usual, and discuss “The Seminar”. This episode of “The Office” originally aired on January 27, 2011.;The Incomparable
Somehow I Manage;131;The Perfect Cartwheel (S7E13);00:42:00;2021-07-15;2021;July;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“Bears sad, worms happy.”;Tiff and Stephen have an awesome day at the roller rink gettin’ their skate on. Afterward, the two make a resolution to discuss “The Ultimatum”. This episode of “The Office” originally aired on January 20, 2011.;The Incomparable
Somehow I Manage;130;The Greatest Snowball is Fear (S7E11/12);01:00:49;2021-07-08;2021;July;Thursday;"Tiff Arment;Stephen Hackett";NA;NA;“It’s like a party for limousine drivers.”;Stephen and Tiff wear their classiest velvet jackets and listen to the soothing sounds of a solo bass as they discuss “Classy Christmas”. This episode of “The Office” originally aired on December 9, 2010.;The Incomparable
